序,代码,名称,最新,涨幅,涨跌,成交量,现量,买一价,卖一价,涨速,换手,成交额,市盈率,所属行业,最高,最低,开盘,昨收,振幅,量比,委比,委差,均价,内盘,外盘,内外比,买一量,卖一量,市净率,总股本,总市值,流通股本,流通市值,3日涨幅,6日涨幅,3日换手,6日换手
939,'300539,横河精密,31.99,-1.17%,-0.38,8.19万手,897手,31.98,32,0.03%,3.76%,2.61亿,214.52 ①,其他塑料制品,32.99,31.41,32.9,32.37,4.88%,0.48,-57.68%,-518手,31.86,4.10万手,4.09万手,1,59手,483手,7.19,2.68亿,85.8亿元,2.18亿,69.7亿元,0.63%,-3.91%,15.01%,42.89%
940,'300538,同益股份,17.4,1.16%,0.2,9.53万手,1687手,17.38,17.4,0.06%,7.87%,1.65亿,95.45 ①,改性塑料,17.68,17.09,17.22,17.2,3.43%,1.67,-32.74%,-333手,17.37,4.16万手,5.37万手,0.77,97手,320手,3.48,1.82亿,31.7亿元,1.21亿,21.1亿元,3.57%,3.02%,19.30%,31.41%
941,'300537,广信材料,31.66,5.01%,1.51,49.7万手,1.00万手,31.65,31.66,0.64%,32.74%,15.7亿,219.38 ①,电子化学品Ⅱ,32.5,30.3,30.78,30.15,7.30%,2.46,74.72%,1058手,31.57,23.9万手,25.8万手,0.92,194手,25手,7.25,2.08亿,65.8亿元,1.52亿,48.0亿元,22.15%,22.57%,72.02%,99.23%
942,'300536,农尚环境,14.26,5.55%,0.75,26.9万手,1999手,14.25,14.26,-0.14%,9.17%,3.81亿,亏损 ①,建筑装饰,14.75,13.61,13.66,13.51,8.44%,1.04,-11.97%,-199手,14.17,14.4万手,12.5万手,1.16,549手,158手,14.85,2.93亿,41.8亿元,2.93亿,41.8亿元,8.36%,6.98%,24.62%,53.24%
943,'300535,达威股份,18.47,-0.65%,-0.12,2.23万手,211手,18.45,18.47,0.00%,2.74%,4110万,亏损 ①,化学制品,18.9,18.13,18.56,18.59,4.14%,0.84,-19.74%,-60手,18.46,1.03万手,1.20万手,0.85,32手,9手,2.07,1.07亿,19.8亿元,8116万,15.0亿元,0.05%,-3.35%,10.48%,19.10%
944,'300534,陇神戎发,8.86,0.34%,0.03,3.75万手,442手,8.86,8.87,0.00%,1.24%,3316万,27.25 ①,中药Ⅱ,8.95,8.74,8.86,8.83,2.38%,0.65,-17.44%,-292手,8.84,1.88万手,1.87万手,1.01,189手,30手,3.67,3.03亿,26.9亿元,3.02亿,26.8亿元,-1.12%,-5.64%,4.55%,10.76%
945,'300533,冰川网络,27.28,4.00%,1.05,7.27万手,804手,27.28,27.29,-0.04%,4.41%,1.97亿,亏损 ①,游戏Ⅱ,27.37,26.65,26.65,26.23,2.74%,1.23,-59.12%,-535手,27.06,3.45万手,3.82万手,0.9,13手,160手,4.2,2.34亿,64.0亿元,1.65亿,45.0亿元,3.61%,-4.25%,10.48%,22.36%
946,'300532,今天国际,8.01,2.17%,0.17,9.73万手,1639手,8,8.01,0.00%,1.61%,7718万,24.59 ①,IT服务Ⅲ,8.01,7.78,7.85,7.84,2.93%,0.82,-48.92%,-3358手,7.94,4.13万手,5.60万手,0.74,121手,2572手,1.97,6.36亿,50.9亿元,6.05亿,48.4亿元,2.56%,-0.62%,4.58%,11.44%
947,'300531,优博讯,20.4,2.87%,0.57,15.4万手,1377手,20.39,20.4,0.00%,4.94%,3.13亿,37.90 ①,计算机,20.62,19.79,19.8,19.83,4.19%,0.91,25.73%,476手,20.37,7.43万手,7.96万手,0.93,65手,194手,4.55,3.21亿,65.5亿元,3.12亿,63.6亿元,-0.24%,-2.11%,14.27%,32.19%
948,'300530,领湃科技,22.83,-1.55%,-0.36,1.95万手,243手,22.82,22.83,-0.04%,1.14%,4446万,亏损 ①,化学制品,23.47,22.39,23.13,23.19,4.66%,0.97,10.08%,39手,22.77,1.08万手,8750手,1.23,2手,76手,53.99,1.72亿,39.3亿元,1.72亿,39.3亿元,-3.59%,-7.94%,3.40%,7.00%
949,'300529,健帆生物,19.15,0.95%,0.18,3.78万手,809手,19.15,19.16,0.00%,0.74%,7223万,17.34 ①,医疗器械,19.34,18.9,18.96,18.97,2.32%,0.58,55.51%,681手,19.13,1.94万手,1.83万手,1.06,226手,111手,4.27,7.99亿,153亿元,5.12亿,98.1亿元,-1.54%,-4.25%,2.99%,7.09%
950,'300528,幸福蓝海,17.17,9.43%,1.48,42.9万手,2519手,17.17,17.18,-0.12%,11.50%,7.43亿,亏损 ①,影视院线,18.09,16.01,16.01,15.69,13.26%,3.48,-72.83%,-3890手,17.34,18.5万手,24.3万手,0.76,141手,980手,16.67,3.73亿,64.0亿元,3.73亿,64.0亿元,13.48%,9.36%,17.30%,28.04%
951,'300527,ST应急,8.05,-0.12%,-0.01,5.84万手,258手,8.04,8.05,0.12%,0.57%,4691万,亏损 ①,国防军工,8.06,8,8.02,8.06,0.74%,0.76,-8.92%,-807手,8.03,3.75万手,2.09万手,1.79,1030手,1698手,2.83,10.2亿,81.9亿元,10.2亿,81.9亿元,1.90%,-0.37%,2.17%,4.38%
952,'300526,中潜退,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,2.04亿,--,1.91亿,--,--,--,--,--
953,'300525,博思软件,9.92,2.16%,0.21,14.6万手,1262手,9.92,9.93,-0.10%,2.34%,1.44亿,亏损 ①,软件开发,9.94,9.66,9.69,9.71,2.88%,1.02,-9.48%,-519手,9.84,7.13万手,7.47万手,0.95,694手,107手,3.01,7.58亿,75.2亿元,6.23亿,61.8亿元,1.12%,-4.06%,6.79%,13.79%
954,'300523,辰安科技,24.61,0.82%,0.2,15.2万手,2885手,24.61,24.62,0.08%,6.53%,3.75亿,亏损 ①,IT服务Ⅲ,24.99,24.2,24.63,24.41,3.24%,2.55,64.06%,852手,24.65,7.26万手,7.94万手,0.91,1手,28手,5.92,2.33亿,57.3亿元,2.33亿,57.3亿元,17.81%,11.51%,15.58%,19.34%
955,'300522,世名科技,13.66,1.41%,0.19,4.67万手,877手,13.65,13.66,0.29%,1.77%,6313万,515.14 ①,化学制品,13.7,13.33,13.47,13.47,2.75%,0.73,-24.81%,-704手,13.53,2.19万手,2.48万手,0.88,522手,135手,5.56,3.22亿,44.0亿元,2.63亿,35.9亿元,1.94%,-0.15%,6.07%,13.94%
956,'300521,爱司凯,28.13,-1.82%,-0.52,3.59万手,107手,28.11,28.13,0.25%,2.43%,1.01亿,亏损 ①,专用设备,28.84,27.73,28.66,28.65,3.87%,0.98,-18.53%,-136手,28.15,1.78万手,1.82万手,0.98,36手,324手,7.9,1.50亿,42.1亿元,1.48亿,41.6亿元,-4.74%,-6.48%,6.85%,14.84%
957,'300520,科大国创,37.26,2.53%,0.92,11.8万手,1064手,37.25,37.26,0.00%,4.17%,4.34亿,亏损 ①,软件开发,37.3,35.9,36.32,36.34,3.85%,0.71,-59.51%,-1431手,36.85,5.57万手,6.20万手,0.9,224手,562手,6.36,2.92亿,109亿元,2.82亿,105亿元,1.25%,-5.48%,13.65%,33.70%
958,'300519,新光药业,15.76,-1.07%,-0.17,2.22万手,175手,15.76,15.79,0.00%,1.94%,3511万,23.91 ①,中药Ⅱ,16.1,15.63,15.93,15.93,2.95%,0.84,19.67%,94手,15.82,1.04万手,1.18万手,0.88,28手,8手,2.92,1.60亿,25.2亿元,1.14亿,18.0亿元,-1.50%,-5.97%,6.05%,13.58%
959,'300518,新迅达,30.69,3.16%,0.94,11.9万手,1064手,30.68,30.69,-0.16%,5.94%,3.62亿,亏损 ①,互联网电商,31.46,29.43,29.86,29.75,6.82%,0.68,-50.33%,-152手,30.52,5.97万手,5.88万手,1.02,10手,34手,9.26,1.99亿,61.2亿元,1.99亿,61.2亿元,3.16%,-1.89%,17.09%,49.78%
960,'300517,海波重科,12.89,5.92%,0.72,10.0万手,2519手,12.89,12.9,0.00%,7.95%,1.26亿,184.66 ①,建筑装饰,13.07,12.04,12.29,12.17,8.46%,1.6,41.45%,739手,12.61,4.89万手,5.15万手,0.95,567手,436手,2.47,2.00亿,25.8亿元,1.26亿,16.3亿元,9.52%,3.95%,17.81%,32.86%
961,'300516,久之洋,38.59,-0.10%,-0.04,3.67万手,377手,38.58,38.6,0.00%,1.46%,1.41亿,亏损 ①,其他电子Ⅲ,38.95,38.08,38.34,38.63,2.25%,0.69,-29.26%,-100手,38.43,1.80万手,1.87万手,0.96,60手,54手,5.4,2.52亿,97.2亿元,2.52亿,97.2亿元,-1.05%,-5.69%,5.06%,12.00%
962,'300515,三德科技,17.46,3.50%,0.59,5.27万手,328手,17.46,17.47,-0.06%,2.61%,9137万,27.11 ①,通用设备,17.74,16.85,16.89,16.87,5.28%,1.34,-69.60%,-1108手,17.34,2.20万手,3.07万手,0.71,67手,202手,3.72,2.06亿,35.9亿元,2.02亿,35.2亿元,2.83%,-0.57%,5.63%,12.38%
963,'300514,友讯达,12.6,0.80%,0.1,2.70万手,199手,12.58,12.6,0.00%,1.69%,3386万,亏损 ①,电力设备,12.69,12.37,12.51,12.5,2.56%,0.84,-21.30%,-131手,12.53,1.25万手,1.46万手,0.86,20手,6手,2.47,2.00亿,25.2亿元,1.60亿,20.2亿元,1.37%,-0.63%,5.96%,11.78%
964,'300513,恒实科技,9.54,2.36%,0.22,9.83万手,1019手,9.54,9.55,0.00%,3.42%,9261万,亏损 ①,通信工程及服务,9.56,9.22,9.22,9.32,3.65%,1.39,-45.47%,-2017手,9.42,4.81万手,5.02万手,0.96,73手,582手,5.55,3.14亿,29.9亿元,2.87亿,27.4亿元,3.58%,1.81%,8.35%,15.77%
965,'300512,中亚股份,9.25,0.98%,0.09,4.89万手,284手,9.25,9.26,-0.11%,1.51%,4485万,43.31 ①,专用设备,9.31,9.03,9.15,9.16,3.06%,1.39,0.31%,4手,9.18,2.22万手,2.66万手,0.83,74手,58手,2.31,4.09亿,37.9亿元,3.24亿,30.0亿元,0.54%,-2.43%,3.80%,6.95%
966,'300511,雪榕生物,6.78,0.30%,0.02,16.2万手,1775手,6.77,6.78,0.00%,2.97%,1.10亿,6.27 ①,食用菌,6.82,6.67,6.78,6.76,2.22%,0.62,-24.17%,-1496手,6.75,8.35万手,7.88万手,1.06,1055手,123手,2.44,6.41亿,43.4亿元,5.46亿,37.0亿元,-2.87%,-8.63%,11.12%,27.02%
967,'300510,金冠股份,4.27,1.91%,0.08,24.1万手,3121手,4.26,4.27,0.23%,2.92%,1.02亿,亏损 ①,电力设备,4.27,4.17,4.19,4.19,2.39%,0.85,-34.22%,-7544手,4.23,11.9万手,12.1万手,0.98,728手,1409手,1.84,8.25亿,35.2亿元,8.25亿,35.2亿元,1.91%,0.00%,8.67%,20.11%
968,'300509,新美星,11.18,-1.58%,-0.18,10.6万手,500手,11.17,11.18,0.00%,4.28%,1.18亿,32.80 ①,专用设备,11.46,10.95,11.36,11.36,4.49%,0.77,-43.60%,-739手,11.13,5.82万手,4.75万手,1.23,246手,135手,4.84,2.96亿,33.1亿元,2.47亿,27.6亿元,-9.03%,-4.93%,16.65%,32.01%
969,'300508,维宏股份,49.86,4.46%,2.13,6.41万手,960手,49.8,49.86,0.00%,7.83%,3.15亿,亏损 ①,计算机,50.38,47.19,48.08,47.73,6.68%,0.89,-30.68%,-54手,49.16,3.21万手,3.20万手,1,2手,59手,6.39,1.09亿,54.3亿元,8186万,40.8亿元,14.15%,30.35%,32.81%,52.01%
970,'300507,苏奥传感,9.09,-0.11%,-0.01,17.0万手,2720手,9.09,9.1,0.11%,2.19%,1.54亿,139.66 ①,底盘与发动机系统,9.15,8.89,9.06,9.1,2.86%,0.55,-24.57%,-1593手,9.03,10.0万手,6.97万手,1.44,442手,1710手,3.36,8.01亿,72.8亿元,7.75亿,70.4亿元,-1.84%,-2.88%,9.46%,22.03%
971,'300506,ST名家汇,4.97,0.00%,0,7.28万手,450手,4.97,4.98,-0.20%,0.99%,3592万,亏损 ①,建筑装饰,5.01,4.85,4.92,4.97,3.22%,0.63,20.56%,1744手,4.93,4.28万手,3.01万手,1.42,1235手,886手,5.18,14.3亿,70.9亿元,7.35亿,36.5亿元,-1.39%,-4.05%,4.22%,8.81%
972,'300504,天邑股份,18.88,0.00%,0,6.61万手,727手,18.88,18.89,-0.05%,3.03%,1.24亿,55.89 ①,通信设备,19.01,18.51,18.74,18.88,2.65%,0.55,-53.05%,-357手,18.74,3.41万手,3.20万手,1.06,94手,286手,2.44,2.71亿,51.2亿元,2.18亿,41.2亿元,-1.92%,0.75%,11.54%,30.34%
973,'300503,昊志机电,78.98,12.94%,9.05,37.0万手,3258手,78.98,78.99,0.01%,15.36%,28.0亿,66.93 ①,其他通用设备,79.9,69.33,70.09,69.93,15.12%,1.61,-59.08%,-1919手,75.7,13.9万手,23.1万手,0.6,70手,1165手,16.52,3.08亿,243亿元,2.41亿,190亿元,15.47%,8.49%,36.85%,63.20%
974,'300502,新易盛,572.5,-4.57%,-27.42,33.9万手,3834手,572.5,572.51,0.00%,3.83%,194亿,51.17 ①,通信设备,599.91,560.31,599.51,599.92,6.60%,0.86,93.39%,593手,572.11,16.9万手,17.0万手,0.99,595手,1手,27.92,9.94亿,5691亿元,8.85亿,5069亿元,-7.35%,1.56%,11.16%,26.19%
975,'300501,海顺新材,15.71,3.90%,0.59,13.1万手,626手,15.71,15.73,0.06%,9.21%,2.05亿,亏损 ①,轻工制造,16.06,14.97,15.09,15.12,7.21%,1.22,65.97%,310手,15.63,6.47万手,6.66万手,0.97,21手,30手,2.18,2.78亿,43.7亿元,1.43亿,22.4亿元,6.65%,6.22%,22.41%,46.91%
976,'300500,启迪设计,12.25,0.00%,0,3.55万手,536手,12.25,12.26,0.00%,2.12%,4338万,23.59 ①,建筑装饰,12.4,12.08,12.28,12.25,2.61%,0.72,-47.87%,-259手,12.23,1.95万手,1.60万手,1.22,16手,67手,2.14,1.74亿,21.3亿元,1.68亿,20.5亿元,-0.08%,-0.65%,6.93%,16.79%
977,'300498,温氏股份,14.58,-0.95%,-0.14,57.1万手,6177手,14.58,14.59,-0.07%,0.96%,8.27亿,亏损 ①,养殖业,14.82,14.3,14.7,14.72,3.53%,0.79,-30.35%,-1922手,14.48,32.0万手,25.2万手,1.27,500手,83手,2.45,66.5亿,970亿元,59.5亿,867亿元,-3.32%,-9.33%,3.10%,7.02%
978,'300497,富祥股份,16.48,-0.48%,-0.08,21.4万手,2430手,16.47,16.48,0.06%,4.72%,3.52亿,36.26 ①,化学制药,16.75,16.35,16.55,16.56,2.42%,0.55,55.15%,3074手,16.51,12.6万手,8.74万手,1.44,2158手,421手,3.95,5.39亿,88.8亿元,4.53亿,74.6亿元,1.35%,-8.65%,24.10%,47.29%
979,'300496,中科创达,69.52,2.90%,1.96,23.9万手,1451手,69.52,69.53,0.04%,6.47%,16.4亿,78.22 ①,IT服务Ⅲ,69.63,67.56,67.57,67.56,3.06%,1.35,86.69%,1882手,68.78,11.8万手,12.0万手,0.98,264手,54手,3.08,4.61亿,320亿元,3.69亿,256亿元,6.50%,3.89%,17.47%,30.41%
980,'300495,*ST美尚,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,6.74亿,--,6.73亿,--,--,--,--,--
981,'300494,盛天网络,10.8,1.79%,0.19,7.81万手,864手,10.79,10.8,0.09%,1.96%,8355万,297.50 ①,游戏Ⅱ,10.81,10.51,10.52,10.61,2.83%,0.88,-29.61%,-1182手,10.7,3.65万手,4.16万手,0.88,671手,550手,3.66,4.91亿,53.0亿元,3.98亿,43.0亿元,0.37%,-5.01%,6.14%,13.15%
982,'300493,润欣科技,17.28,2.37%,0.4,23.1万手,3209手,17.27,17.28,-0.06%,4.55%,3.94亿,131.40 ①,其他电子Ⅲ,17.3,16.61,16.72,16.88,4.09%,1.36,-48.63%,-2989手,17.07,10.1万手,13.0万手,0.77,584手,285手,7.64,5.13亿,88.6亿元,5.07亿,87.5亿元,4.41%,0.17%,11.63%,21.31%
983,'300492,华图山鼎,47.32,0.04%,0.02,1.59万手,178手,47.32,47.34,-0.06%,0.81%,7499万,19.18 ①,建筑装饰,48.38,46.69,47.33,47.3,3.57%,0.62,66.32%,189手,47.3,8031手,7825手,1.03,64手,1手,36.42,1.97亿,93.1亿元,1.97亿,93.1亿元,-3.51%,-8.19%,3.29%,7.28%
984,'300491,通合科技,28.87,1.73%,0.49,5.50万手,569手,28.86,28.87,-0.03%,3.48%,1.56亿,亏损 ①,电力设备,28.93,28.03,28.42,28.38,3.17%,0.73,-14.34%,-164手,28.45,2.75万手,2.75万手,1,63手,114手,4.2,1.78亿,51.3亿元,1.58亿,45.6亿元,1.05%,0.59%,11.17%,27.50%
985,'300490,华自科技,19.35,0.00%,0,15.8万手,809手,19.35,19.36,0.00%,4.02%,3.05亿,23.23 ①,电力设备,19.72,19.02,19.26,19.35,3.62%,0.63,3.25%,56手,19.3,8.65万手,7.16万手,1.21,345手,373手,3.47,3.99亿,77.1亿元,3.93亿,76.1亿元,-4.07%,-4.40%,15.17%,36.06%
986,'300489,光智科技,131.62,3.04%,3.88,9.45万手,700手,131.62,131.68,0.06%,6.82%,12.3亿,297.67 ①,光学元件,134.88,123.11,125.37,127.74,9.21%,0.76,66.02%,136手,130.12,4.50万手,4.95万手,0.91,6手,1手,25.11,1.39亿,183亿元,1.39亿,182亿元,6.25%,2.91%,23.66%,51.54%
987,'300488,恒锋工具,38.55,1.98%,0.75,13.2万手,3873手,38.55,38.56,-0.39%,8.12%,5.02亿,44.41 ①,通用设备,38.98,37.03,37.5,37.8,5.16%,1.02,12.54%,51手,38.05,6.83万手,6.35万手,1.08,41手,108手,3.37,1.91亿,73.7亿元,1.62亿,62.5亿元,5.01%,-1.61%,26.74%,48.13%
988,'300487,蓝晓科技,60.25,0.42%,0.25,2.81万手,249手,60.24,60.28,0.08%,0.91%,1.69亿,42.15 ①,合成树脂,60.98,59,59.86,60,3.30%,0.68,44.44%,64手,60,1.63万手,1.19万手,1.37,2手,11手,6.89,5.09亿,307亿元,3.08亿,186亿元,-2.30%,-4.61%,3.65%,7.68%
989,'300486,东杰智能,22.11,-0.81%,-0.18,9.29万手,988手,22.11,22.12,0.00%,1.95%,2.06亿,296.96 ①,其他自动化设备,22.62,21.92,22.08,22.29,3.14%,0.79,39.10%,957手,22.19,4.73万手,4.56万手,1.04,1110手,323手,6.21,4.77亿,105亿元,4.77亿,105亿元,-0.50%,-3.62%,6.89%,14.32%
990,'300485,赛升药业,10.04,0.40%,0.04,3.46万手,186手,10.04,10.05,0.00%,1.26%,3470万,259.26 ①,生物制品,10.13,9.95,10,10,1.80%,0.65,24.13%,675手,10.02,1.90万手,1.57万手,1.21,126手,623手,1.43,4.82亿,48.4亿元,2.74亿,27.5亿元,-2.90%,-8.06%,4.67%,10.95%
991,'300483,首华燃气,22.24,-1.33%,-0.3,23.8万手,1530手,22.23,22.24,0.09%,6.24%,5.27亿,39.75 ①,燃气Ⅱ,22.77,21.59,22.71,22.54,5.24%,0.75,9.83%,91手,22.12,11.9万手,12.0万手,0.99,42手,31手,2.31,3.82亿,84.9亿元,3.82亿,84.9亿元,8.38%,5.75%,23.43%,47.61%
992,'300482,万孚生物,18.27,0.55%,0.1,3.78万手,614手,18.26,18.27,0.11%,0.88%,6905万,25.33 ①,体外诊断,18.43,18.1,18.28,18.17,1.82%,0.55,-13.78%,-250手,18.25,2.10万手,1.68万手,1.25,62手,24手,1.58,4.68亿,85.5亿元,4.30亿,78.6亿元,-2.56%,-10.09%,3.56%,8.89%
993,'300481,濮阳惠成,15.16,-0.46%,-0.07,8.83万手,1043手,15.16,15.17,-0.07%,3.04%,1.34亿,60.18 ①,电子化学品Ⅱ,15.41,15.08,15.12,15.23,2.17%,1.02,-31.69%,-847手,15.19,4.92万手,3.91万手,1.26,138手,827手,1.81,2.92亿,44.2亿元,2.90亿,44.0亿元,1.34%,0.66%,10.17%,17.91%
994,'300480,光力科技,41.53,5.46%,2.15,35.8万手,2787手,41.52,41.53,0.00%,13.25%,14.3亿,121.91 ①,专用设备,41.69,38.1,38.5,39.38,9.12%,1.02,-61.28%,-917手,40.03,14.5万手,21.3万手,0.68,116手,464手,9.01,3.70亿,154亿元,2.70亿,112亿元,5.35%,4.09%,41.97%,77.97%
995,'300479,神思电子,17.23,2.99%,0.5,7.14万手,539手,17.22,17.23,0.00%,3.63%,1.22亿,亏损 ①,计算机,17.29,16.58,16.58,16.73,4.24%,0.95,-79.27%,-2279手,17.08,3.26万手,3.88万手,0.84,200手,682手,6.43,1.97亿,34.0亿元,1.97亿,33.9亿元,6.23%,-1.82%,9.46%,22.70%
996,'300478,杭州高新,42.68,-0.54%,-0.23,8.51万手,324手,42.68,42.71,0.00%,6.72%,3.59亿,亏损 ①,改性塑料,44,40.53,42.95,42.91,8.09%,0.95,79.30%,858手,42.22,4.54万手,3.97万手,1.14,576手,7手,172.29,1.27亿,54.1亿元,1.27亿,54.1亿元,3.47%,22.26%,20.49%,42.13%
997,'300477,ST合纵,2.99,7.17%,0.2,61.5万手,6937手,2.98,2.99,0.00%,6.21%,1.79亿,亏损 ①,电力设备,3.02,2.8,2.81,2.79,7.89%,0.71,-30.37%,-1.27万手,2.92,23.8万手,37.7万手,0.63,4413手,2401手,38.65,10.7亿,32.1亿元,9.91亿,29.6亿元,-9.39%,-4.47%,22.01%,50.03%
998,'300476,胜宏科技,336.98,-2.66%,-9.22,37.6万手,2616手,336.98,336.99,0.01%,4.35%,125亿,64.26 ①,印制电路板,343,325.42,342,346.2,5.08%,0.73,54.52%,1165手,333.62,19.2万手,18.4万手,1.04,13手,79手,16.89,9.83亿,3312亿元,8.65亿,2916亿元,-5.03%,-10.91%,14.80%,34.29%
999,'300475,香农芯创,188.88,-2.81%,-5.47,40.1万手,2729手,188.87,188.88,0.00%,9.00%,74.3亿,16.54 ①,其他电子Ⅲ,190.9,179.38,190,194.35,5.93%,0.8,-87.61%,-1443手,185.28,21.3万手,18.8万手,1.14,24手,1053手,18.07,4.65亿,878亿元,4.45亿,841亿元,-5.80%,-2.43%,30.25%,65.27%
1000,'300474,景嘉微,65.11,0.32%,0.21,11.9万手,964手,65.1,65.11,0.02%,2.94%,7.61亿,亏损 ①,国防军工,65.23,62.71,64.26,64.9,3.88%,0.81,58.26%,497手,63.8,5.81万手,6.12万手,0.95,197手,25手,4.99,5.23亿,340亿元,4.06亿,265亿元,-0.73%,-3.53%,8.65%,21.03%
1001,'300473,德尔股份,36.92,8.33%,2.84,16.1万手,985手,36.9,36.92,0.05%,10.68%,5.81亿,34.06 ①,汽车,37.7,33.8,34,34.08,11.44%,2.78,-31.18%,-251手,36.16,7.03万手,9.05万手,0.78,194手,98手,3.33,1.73亿,63.7亿元,1.51亿,55.6亿元,15.52%,6.37%,21.24%,29.89%
1002,'300472,*ST新元,9.11,-1.73%,-0.16,4.63万手,792手,9.11,9.13,-0.11%,1.88%,4239万,亏损 ①,专用设备,9.41,9.02,9.27,9.27,4.21%,0.5,37.19%,991手,9.17,3.06万手,1.56万手,1.96,15手,382手,109.05,2.75亿,25.1亿元,2.46亿,22.4亿元,-1.30%,0.77%,9.89%,20.67%
1003,'300471,厚普股份,11.63,0.69%,0.08,8.82万手,793手,11.63,11.65,-0.09%,2.41%,1.03亿,亏损 ①,专用设备,12.03,11.44,11.68,11.55,5.11%,0.85,23.08%,597手,11.66,4.77万手,4.05万手,1.18,1354手,442手,3.49,4.70亿,54.7亿元,3.67亿,42.6亿元,-0.94%,-3.16%,7.29%,16.51%
1004,'300470,中密控股,33.37,1.40%,0.46,1.62万手,210手,33.36,33.37,0.00%,0.82%,5380万,26.07 ①,其他通用设备,33.37,32.8,32.98,32.91,1.73%,0.65,25.35%,144手,33.17,7282手,8937手,0.81,1手,60手,2.34,2.08亿,69.4亿元,1.97亿,65.8亿元,0.79%,-1.94%,3.03%,7.20%
1005,'300469,信息发展,62.83,3.66%,2.22,9.14万手,446手,62.83,62.84,0.00%,3.68%,5.62亿,亏损 ①,软件开发,63.33,58.92,60.28,60.61,7.28%,0.96,-38.83%,-419手,61.46,3.66万手,5.48万手,0.67,134手,224手,66.63,2.48亿,156亿元,2.48亿,156亿元,4.16%,1.68%,12.01%,22.84%
1006,'300467,迅游科技,40.2,2.79%,1.09,7.67万手,370手,40.19,40.2,0.00%,4.51%,3.06亿,336.12 ①,游戏Ⅱ,40.96,38.8,39.32,39.11,5.52%,1.08,-36.85%,-447手,39.94,3.56万手,4.11万手,0.87,3手,190手,12.57,2.03亿,81.7亿元,1.70亿,68.4亿元,3.13%,-4.60%,11.55%,25.46%
1007,'300466,赛摩智能,9.46,1.61%,0.15,10.6万手,2431手,9.45,9.46,0.21%,2.37%,1.00亿,243.54 ①,通用设备,9.57,9.29,9.3,9.31,3.01%,0.93,-46.23%,-2598手,9.45,5.31万手,5.32万手,1,121手,1003手,7.31,5.36亿,50.7亿元,4.49亿,42.5亿元,3.73%,1.83%,7.87%,15.13%
1008,'300465,高伟达,14.98,2.88%,0.42,13.8万手,1558手,14.97,14.98,0.07%,3.11%,2.04亿,亏损 ①,软件开发,15.05,14.51,14.56,14.56,3.71%,0.91,-32.81%,-635手,14.8,6.25万手,7.55万手,0.83,278手,78手,9.95,4.44亿,66.5亿元,4.44亿,66.5亿元,2.74%,-2.41%,8.37%,20.29%
1009,'300464,星徽股份,9.52,9.30%,0.81,39.2万手,6181手,9.52,9.53,-0.31%,11.03%,3.64亿,338.34 ①,互联网电商,9.55,8.62,8.68,8.71,10.68%,1.98,-52.19%,-3457手,9.3,18.2万手,21.0万手,0.87,143手,160手,30.62,4.58亿,43.6亿元,3.55亿,33.8亿元,13.60%,13.20%,24.38%,38.81%
1010,'300463,迈克生物,10.32,0.58%,0.06,4.55万手,629手,10.32,10.33,0.10%,0.93%,4685万,173.61 ①,体外诊断,10.37,10.22,10.22,10.26,1.46%,0.54,1.94%,41手,10.29,2.53万手,2.02万手,1.25,35手,214手,0.99,6.05亿,62.4亿元,4.91亿,50.7亿元,-1.81%,-8.02%,4.08%,9.58%
1011,'300462,ST华铭,13.3,-0.52%,-0.07,3.04万手,177手,13.29,13.3,0.00%,2.20%,4019万,亏损 ①,计算机,13.49,13.08,13.38,13.37,3.07%,1.39,29.39%,174手,13.23,1.74万手,1.30万手,1.34,97手,6手,1.74,1.81亿,24.1亿元,1.38亿,18.4亿元,-1.12%,-6.73%,5.32%,10.14%
1012,'300461,田中精机,51.92,-8.69%,-4.94,20.6万手,803手,51.92,51.94,0.19%,14.32%,11.3亿,亏损 ①,其他自动化设备,59.44,50.7,57.72,56.86,15.37%,1.53,5.36%,6手,54.75,11.4万手,9.21万手,1.23,3手,2手,15.03,1.57亿,81.5亿元,1.44亿,74.6亿元,-1.80%,-14.42%,34.29%,61.06%
1013,'300460,ST惠伦,10.34,-0.86%,-0.09,7.76万手,283手,10.34,10.35,0.00%,2.76%,7943万,亏损 ①,被动元件,10.39,10.13,10.39,10.43,2.49%,0.65,-34.09%,-783手,10.24,4.54万手,3.22万手,1.41,469手,120手,6.32,2.81亿,29.0亿元,2.81亿,29.0亿元,-0.58%,0.29%,9.88%,24.15%
1014,'300459,汤姆猫,4.29,3.13%,0.13,123万手,2.02万手,4.28,4.29,0.00%,3.76%,5.27亿,122.64 ①,游戏Ⅱ,4.33,4.14,4.16,4.16,4.57%,1.38,-46.91%,-6.23万手,4.27,50.2万手,73.3万手,0.69,1.56万手,1.08万手,20.49,35.2亿,151亿元,32.9亿,141亿元,4.38%,-0.92%,8.95%,17.38%
